name,1.5version,1.4version,URL,license,Delta Information,repo_name,PCF1.5_github_url,PCF1.4_url
fog-brightbox,0.8.0,0.7.1,https://rubygems.org/gems/fog-brightbox,MIT,Version Changed,pivotal-ui-release,,,,,
fog-json,1.0.2,1.0.0,https://rubygems.org/gems/fog-json,MIT,Version Changed,pivotal-ui-release,,,,,
multi_json,1.0.0,1.1,https://rubygems.org/gems/multi_json/versions/1.0.0,MIT,Version Changed,pivotal-ui-release,https://github.com/intridea/multi_json/blob/master/LICENSE.md,,,,
net-ssh,2.1.3,2.1.3,https://github.com/net-ssh/net-ssh,MIT,No change,pivotal-ui-release,,
formatador,0.2.5,0.2.5,https://github.com/geemus/formatador,MIT,No change,pivotal-ui-release,,
fog-softlayer,0.4.7,0.3.28,https://rubygems.org/gems/fog-softlayer,MIT,Version Changed,pivotal-ui-release,,,,,
fog-brightbox,0.6.1,0.6.1,https://rubygems.org/gems/fog-brightbox,MIT,No change,pivotal-ui-release,,
builder,3.2.2,3.2.2,https://github.com/jimweirich/builder,MIT,No change,pivotal-ui-release,,
fog-core,1.22.0,1.23,https://rubygems.org/gems/fog-core/versions/1.22.0,MIT,Version Changed,pivotal-ui-release,,,,,
fog-json,1.0.2,1.0.0,https://rubygems.org/gems/fog-json,MIT,Version Changed,pivotal-ui-release,,,,,
fog-core,1.24.0,1.24.0,https://github.com/fog/fog-core,MIT,No change,pivotal-ui-release,,
nokogiri,1.5.11,1.5.11,https://github.com/sparklemotion/nokogiri,MIT,No change,pivotal-ui-release,,
ipaddress,0.8.0,0.8.0,https://github.com/bluemonk/ipaddress,MIT,No change,pivotal-ui-release,,
excon,0.38.0,0.40.0,https://rubygems.org/gems/excon/versions/0.38.0,MIT,Version Changed,pivotal-ui-release,,,,,
mime-types,2.6.1,2.4.3,https://rubygems.org/gems/mime-types,MIT,Version Changed,pivotal-ui-release,,,,,
net-scp,1.1.0,1.1.0,https://github.com/net-ssh/net-scp,MIT,No change,pivotal-ui-release,,
fog-json,1.0.0,1.0.0,https://github.com/fog/fog-json,MIT,No change,pivotal-ui-release,,
fog-json,1.0.2,1.0.0,https://rubygems.org/gems/fog-json,MIT,Version Changed,pivotal-ui-release,,,,,
fog-softlayer,0.3.23,0.3.23,https://github.com/fog/fog-softlayer,MIT,No change,pivotal-ui-release,,
fog-core,1.32.0,1.23,https://rubygems.org/gems/fog-core,MIT,Version Changed,pivotal-ui-release,,,,,
highline,1.6.21,1.6.21,https://rubygems.org/gems/highline,RUBY,No change,pivotal-ui-release,,
httpclient,2.4.0,2.4.0,https://github.com/nahi/httpclient,RUBY,No change,pivotal-ui-release,,
inflecto,0.0.2,0.0.2,https://github.com/mbj/inflecto,MIT,No change,pivotal-ui-release,,
json,1.8.1,1.8.1,https://github.com/flori/json,RUBY,No change,pivotal-ui-release,,
json_pure,1.8.1,1.8.1,https://github.com/flori/json,RUBY,No change,pivotal-ui-release,,
mime-types,2.4.3,2.4.3,https://github.com/halostatue/mime-types/,MIT,No change,pivotal-ui-release,,
ipaddress,0.5.0,0.5,https://rubygems.org/gems/ipaddress/versions/0.5.0,MIT,Version Changed,pivotal-ui-release,https://github.com/bluemonk/ipaddress/blob/master/LICENSE.txt,,,mark,
mini_portile,0.6.0,0.6.0,https://github.com/flavorjones/mini_portile,MIT,No change,pivotal-ui-release,,
semi_semantic,1.1.0,None,https://rubygems.org/gems/semi_semantic/versions/1.1.0,Apache 2.0,New in 1.5,pivotal-ui-release,,
multi_json,1.10.1,1.10.1,https://github.com/intridea/multi_json,MIT,No change,pivotal-ui-release,,
inflecto,0.0.2,0.0.2,https://github.com/mbj/inflecto,MIT,No change,pivotal-ui-release,,
multi_json,1.1.0,1.1,https://rubygems.org/gems/multi_json/versions/1.1.0,MIT,Version Changed,pivotal-ui-release,https://github.com/intridea/multi_json/blob/master/LICENSE.md,,,mark,
net-scp,1.1.2,1.1.2,https://github.com/net-ssh/net-scp,MIT,No change,pivotal-ui-release,,
net-ssh,2.6.5,2.6.5,https://github.com/net-ssh/net-ssh,MIT,No change,pivotal-ui-release,,
net-ssh-gateway,1.2.0,1.2.0,https://github.com/net-ssh/net-ssh-gateway,MIT,No change,pivotal-ui-release,,
net-ssh,2.2.1,2.2.1,https://github.com/net-ssh/net-ssh,MIT,No change,pivotal-ui-release,,
net-ssh,2.6.5,2.6.5,https://github.com/net-ssh/net-ssh,MIT,No change,pivotal-ui-release,,
net-ssh,2.9.1,2.9.1,https://github.com/net-ssh/net-ssh,MIT,No change,pivotal-ui-release,,
nokogiri,1.6.3.1,1.6.3.1,https://github.com/sparklemotion/nokogiri,MIT,No change,pivotal-ui-release,,
mini_portile,0.6.0,0.6.0,https://github.com/flavorjones/mini_portile,MIT,No change,pivotal-ui-release,,
netaddr,1.5.0,1.5.0,http://www.ruby-doc.org/gems/docs/n/netaddr-1.5.0/NetAddr.html,RUBY,No change,pivotal-ui-release,,
minitar,0.5.4,0.5.4,https://github.com/atoulme/minitar,Ruby License,No change,pivotal-ui-release,,
json,1.4.0,1.4,https://rubygems.org/gems/json/versions/1.4.0,N/A,Version Changed,pivotal-ui-release,https://flori.github.com/json/,https://github.com/flori/json,RUBY,mark,
ruby-atmos-pure,1.0.5,None,https://rubygems.org/gems/ruby-atmos-pure/versions/1.0.5,N/A,New in 1.5,pivotal-ui-release,Not Found Github Url,
log4r,1.1.9,1.1.9,https://github.com/colbygk/log4r,BSD,No change,pivotal-ui-release,,
ruby-hmac,0.4.0,0.4.0,https://rubygems.org/downloads/ruby-hmac-0.4.0.gem,MIT,No change,pivotal-ui-release,,
log4r,1.1.10,1.1.10,https://github.com/colbygk/log4r,BSD,No change,pivotal-ui-release,,
progressbar,0.9.0,0.9.0,https://github.com/peleteiro/progressbar,RUBY,No change,pivotal-ui-release,,
ruby-hmac,0.4.0,0.4.0,https://rubygems.org/downloads/ruby-hmac-0.4.0.gem,MIT,No change,pivotal-ui-release,,
json_pure,1.7.0,1.7,https://rubygems.org/gems/json_pure/versions/1.7.0,N/A,Version Changed,pivotal-ui-release,https://flori.github.com/json,https://github.com/flori/json,RUBY,mark,
terminal-table,1.4.5,1.4.5,https://github.com/tj/terminal-table,MIT,No change,pivotal-ui-release,,
highline,1.6.2,1.6.2,https://rubygems.org/gems/highline,RUBY,No change,pivotal-ui-release,,
terminal-table,1.4.3,1.4.3,https://github.com/tj/terminal-table,MIT,No change,pivotal-ui-release,,
progressbar,0.9.2,0.9.2,https://github.com/peleteiro/progressbar,RUBY,No change,pivotal-ui-release,,
nokogiri,1.4.4,1.4.4,https://github.com/sparklemotion/nokogiri,MIT,No change,pivotal-ui-release,,
minitar,0.5.4,0.5.4,https://github.com/atoulme/minitar,Ruby License,No change,pivotal-ui-release,,
netaddr,1.5.0,1.5.0,http://www.ruby-doc.org/gems/docs/n/netaddr-1.5.0/NetAddr.html,RUBY,No change,pivotal-ui-release,,
ruby-atmos-pure,1.0.5,None,https://rubygems.org/gems/ruby-atmos-pure/versions/1.0.5,N/A,New in 1.5,pivotal-ui-release,Not Found Github Url,
