name,1.5version,1.4version,URL,license,Delta Information,repo_name,PCF1.5_github_url,PCF1.4_url
tzinfo,1.1.0,1.1,https://rubygems.org/gems/tzinfo/versions/1.1.0,MIT,Version Changed,app-usage-service,,,,mark,
builder,3.2.2,3.2.2,https://github.com/jimweirich/builder,MIT,No change,app-usage-service,,
arel,5.0.1.20140414130214,5.0.1.20140414130214,https://github.com/rails/arel,MIT,No change,app-usage-service,,
awesome_print,1.6.1,None,https://rubygems.org/gems/awesome_print/versions/1.6.1,MIT,New in 1.5,app-usage-service,,
capybara,2.4.4,2.4.4,https://github.com/jnicklas/capybara,MIT,No change,app-usage-service,,
thread_safe,0.1.0,0.1,https://rubygems.org/gems/thread_safe/versions/0.1.0,Apache,Version Changed,app-usage-service,https://github.com/ruby-concurrency/thread_safe/blob/master/LICENSE,,,mark,
daemons,1.0.9,1.0.9,https://github.com/thuehlinger/daemons,MIT,No change,app-usage-service,,
rack,1.0.0,1.0.0,https://github.com/rack/rack,MIT,No change,app-usage-service,,
cf-uaa-lib,2.1.0,None,https://rubygems.org/gems/cf-uaa-lib/versions/2.1.0,Apache 2.0,New in 1.5,app-usage-service,,
clockwork,1.2.0,0.7.5,https://rubygems.org/gems/clockwork/versions/1.2.0,MIT,Version Changed,app-usage-service,,,,,
activesupport,4.2.3,4.1.1,https://rubygems.org/gems/activesupport,MIT,Version Changed,app-usage-service,,,,,
mime-types,2.6.1,1.16,https://rubygems.org/gems/mime-types,MIT,Version Changed,app-usage-service,,,,,
crack,0.4.2,0.4.2,https://github.com/jnunemaker/crack,MIT,No change,app-usage-service,,
tzinfo,1.2.2,1.2.2,https://github.com/tzinfo/tzinfo,MIT,No change,app-usage-service,,
coderay,1.1.0,1.1.0,https://github.com/rubychan/coderay,MIT,No change,app-usage-service,,
safe_yaml,1.0.0,1.0.0,https://github.com/dtao/safe_yaml,MIT,No change,app-usage-service,,
database_cleaner,1.4.1,1.2.0,https://rubygems.org/gems/database_cleaner/versions/1.4.1,MIT,Version Changed,app-usage-service,,,,,
delayed_job,4.0.6,4.0.1,https://rubygems.org/gems/delayed_job/versions/4.0.6,MIT,Version Changed,app-usage-service,,,,,
daemons,1.2.2,1.1.9,https://rubygems.org/gems/daemons/versions/1.2.2,MIT,Version Changed,app-usage-service,,,,,
multi_json,1.11.2,1.10.1,https://rubygems.org/gems/multi_json,MIT,Version Changed,app-usage-service,,,,,
delayed_job_active_record,4.0.3,4.0.1,https://rubygems.org/gems/delayed_job_active_record/versions/4.0.3,MIT,Version Changed,app-usage-service,,,,,
rack,1.0.0,1.0.0,https://github.com/rack/rack,MIT,No change,app-usage-service,,
eventmachine,1.0.0,1.0.0,https://rubygems.org/gems/eventmachine,RUBY,No change,app-usage-service,,
rack,1.4.0,1.5.2,https://rubygems.org/gems/rack/versions/1.4.0,MIT,Version Changed,app-usage-service,https://github.com/rack/rack/blob/master/COPYING,,,,
addressable,2.3.6,2.3.6,https://github.com/sporkmonger/addressable,APACHE 2.0,No change,app-usage-service,,
webmock,1.21.0,1.18.0,https://rubygems.org/gems/webmock/versions/1.21.0,MIT,Version Changed,app-usage-service,,,,,
delayed_job_web,1.2.10,None,https://rubygems.org/gems/delayed_job_web/versions/1.2.10,MIT,New in 1.5,app-usage-service,,
dotenv,2.0.1,0.11.1,https://rubygems.org/gems/dotenv/versions/2.0.1,MIT,Version Changed,app-usage-service,,,,,
ethon,0.7.3,0.7.0,https://rubygems.org/gems/ethon/versions/0.7.3,MIT,Version Changed,app-usage-service,,,,,
dotenv-rails,2.0.1,0.11.1,https://rubygems.org/gems/dotenv-rails/versions/2.0.1,MIT,Version Changed,app-usage-service,,,,,
ffi,1.3.0,1.3.0,https://rubygems.org/gems/ffi,BSD,No change,app-usage-service,,
ffi,1.9.3,1.9.3,https://rubygems.org/gems/ffi,BSD,No change,app-usage-service,,
dotenv,2.0.1,0.11.1,https://rubygems.org/gems/dotenv/versions/2.0.1,MIT,Version Changed,app-usage-service,,,,,
i18n,0.7.0,0.6.9,https://rubygems.org/gems/i18n/versions/0.7.0,MIT,Version Changed,app-usage-service,,,,,
jbuilder,2.0.7,2.0.7,https://github.com/rails/jbuilder,MIT,No change,app-usage-service,,
tzinfo,1.2.2,1.2.2,https://github.com/tzinfo/tzinfo,MIT,No change,app-usage-service,,
ethon,0.7.1,0.7.0,https://rubygems.org/gems/ethon/versions/0.7.1,MIT,Version Changed,app-usage-service,,,,,
rack,1.0.0,1.0.0,https://github.com/rack/rack,MIT,No change,app-usage-service,,
json,1.8.3,1.7.7,https://rubygems.org/gems/json/versions/1.8.3,Ruby,Version Changed,app-usage-service,,,,,
mail,2.6.3,2.5.4,https://rubygems.org/gems/mail/versions/2.6.3,MIT,Version Changed,app-usage-service,,,,,
thread_safe,0.1.0,0.1,https://rubygems.org/gems/thread_safe/versions/0.1.0,Apache,Version Changed,app-usage-service,https://github.com/ruby-concurrency/thread_safe/blob/master/LICENSE,,,mark,
mime-types,2.6.1,1.16,https://rubygems.org/gems/mime-types/versions/2.6.1,MIT,Version Changed,app-usage-service,,,,,
diff-lcs,1.2.5,1.2.5,https://github.com/halostatue/diff-lcs,MIT,No change,app-usage-service,,
mini_portile,0.6.2,0.6.1,https://rubygems.org/gems/mini_portile/versions/0.6.2,MIT,Version Changed,app-usage-service,,,,,
mysql2,0.3.18,None,https://rubygems.org/gems/mysql2/versions/0.3.18,MIT,New in 1.5,app-usage-service,,
minitest,5.7.0,5.1,https://rubygems.org/gems/minitest/versions/5.7.0,MIT,Version Changed,app-usage-service,,,,,
multi_json,1.11.1,1.10.1,https://rubygems.org/gems/multi_json/versions/1.11.1,MIT,Version Changed,app-usage-service,,,,,
tilt,2.0.1,1.3.4,https://rubygems.org/gems/tilt,MIT,Version Changed,app-usage-service,,,,,
nokogiri,1.6.6.2,1.3.3,https://rubygems.org/gems/nokogiri/versions/1.6.6.2,MIT,Version Changed,app-usage-service,,,,,
mini_portile,0.6.0,0.6.0,https://github.com/flavorjones/mini_portile,MIT,No change,app-usage-service,,
typhoeus,0.7.1,0.6.8,https://rubygems.org/gems/typhoeus/versions/0.7.1,MIT,Version Changed,app-usage-service,,,,,
pry,0.10.1,0.10.1,https://github.com/pry/pry,MIT,No change,app-usage-service,,
coderay,1.1.0,1.1.0,https://github.com/rubychan/coderay,MIT,No change,app-usage-service,,
mime-types,2.6.1,1.16,https://rubygems.org/gems/mime-types,MIT,Version Changed,app-usage-service,,,,,
pry-nav,0.2.4,0.2.4,https://github.com/pry/pry-nav,MIT,No change,app-usage-service,,
pry-rails,0.3.4,0.3.2,https://rubygems.org/gems/pry-rails/versions/0.3.4,MIT,Version Changed,app-usage-service,,,,,
rack-protection,1.5.3,1.5.3,https://github.com/rack/rack-protection,MIT,No change,app-usage-service,,
delayed_job,3.0.0,4.0.1,https://rubygems.org/gems/delayed_job/versions/3.0.0,MIT,Version Changed,app-usage-service,https://github.com/collectiveidea/delayed_job/blob/master/LICENSE.md,,,,
rack,1.6.4,1.5.2,https://rubygems.org/gems/rack,MIT,Version Changed,app-usage-service,,,,,
rails,4.1.11,4.1.1,https://rubygems.org/gems/rails/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
timecop,0.7.4,0.7.1,https://rubygems.org/gems/timecop/versions/0.7.4,MIT,Version Changed,app-usage-service,,,,,
delayed_job,2.0.3,4.0.1,https://rubygems.org/gems/delayed_job/versions/2.0.3,MIT,Version Changed,app-usage-service,https://github.com/collectiveidea/delayed_job/blob/master/LICENSE.md,,,,
actionmailer,4.1.11,4.1.1,https://rubygems.org/gems/actionmailer/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
actionpack,4.1.11,4.1.1,https://rubygems.org/gems/actionpack/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
actionview,4.1.11,4.1.1,https://rubygems.org/gems/actionview/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
activemodel,4.1.11,4.1.1,https://rubygems.org/gems/activemodel/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
eventmachine,1.0.3,1.0.3,https://rubygems.org/gems/eventmachine,RUBY,No change,app-usage-service,,
sinatra,1.4.4,1.4.5,https://rubygems.org/gems/sinatra/versions/1.4.4,MIT,Version Changed,app-usage-service,https://github.com/sinatra/sinatra/blob/master/LICENSE,,,,
activerecord,4.1.11,4.1.1,https://rubygems.org/gems/activerecord/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
activesupport,4.1.11,4.1.1,https://rubygems.org/gems/activesupport/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
rack,1.5.5,1.5.2,https://rubygems.org/gems/rack/versions/1.5.5,MIT,Version Changed,app-usage-service,,,,,
railties,4.1.11,4.1.1,https://rubygems.org/gems/railties/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
rails_12factor,0.0.3,0.0.2,https://rubygems.org/gems/rails_12factor/versions/0.0.3,MIT,Version Changed,app-usage-service,,,,,
tilt,2.0.1,1.3.4,https://rubygems.org/gems/tilt/versions/2.0.1,MIT,Version Changed,app-usage-service,,,,,
rails_serve_static_assets,0.0.4,0.0.3,https://rubygems.org/gems/rails_serve_static_assets,MIT,Version Changed,app-usage-service,,,,,
multi_json,1.2.0,1.10.1,https://rubygems.org/gems/multi_json/versions/1.2.0,MIT,Version Changed,app-usage-service,https://github.com/intridea/multi_json/blob/master/LICENSE.md,,,,
rails_serve_static_assets,0.0.4,0.0.3,https://rubygems.org/gems/rails_serve_static_assets/versions/0.0.4,MIT,Version Changed,app-usage-service,,,,,
railties,4.1.11,4.1.1,https://rubygems.org/gems/railties/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
actionpack,4.1.11,4.1.1,https://rubygems.org/gems/actionpack/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
activesupport,4.1.11,4.1.1,https://rubygems.org/gems/activesupport/versions/4.1.11,MIT,Version Changed,app-usage-service,,,,,
thor,0.18.1,0.18.1,https://github.com/erikhuda/thor,MIT,No change,app-usage-service,,
rake,10.4.2,10.4.2,https://github.com/jimweirich/rake,MIT,No change,app-usage-service,,
bundler,1.3.0,1.3.0,https://github.com/bundler/bundler,MIT,No change,app-usage-service,,
rdoc,4.2.0,4.1.1,https://rubygems.org/gems/rdoc/versions/4.2.0,Ruby,Version Changed,app-usage-service,,,,,
rspec-core,3.3.0,3.1.7,https://rubygems.org/gems/rspec-core/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
rspec-expectations,3.3.0,3.1.2,https://rubygems.org/gems/rspec-expectations/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
slop,3.4.0,3.4,https://rubygems.org/gems/slop/versions/3.4.0,MIT,Version Changed,app-usage-service,https://github.com/leejarvis/slop/blob/master/LICENSE,,,mark,
rspec-support,3.3.0,3.1.0,https://rubygems.org/gems/rspec-support/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
pry,0.9.10,0.9.10,https://github.com/pry/pry,MIT,No change,app-usage-service,,
rspec-support,3.3.0,3.1.0,https://rubygems.org/gems/rspec-support/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
rspec-mocks,3.3.0,3.1.3,https://rubygems.org/gems/rspec-mocks/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
pry,0.9.10,0.9.10,https://github.com/pry/pry,MIT,No change,app-usage-service,,
rack,1.0.0,1.0.0,https://github.com/rack/rack,MIT,No change,app-usage-service,,
rspec-support,3.3.0,3.1.0,https://rubygems.org/gems/rspec-support/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
rspec-rails,3.3.1,3.1.0,https://rubygems.org/gems/rspec-rails/versions/3.3.1,MIT,Version Changed,app-usage-service,,,,,
thor,0.19.1,0.19.1,https://github.com/erikhuda/thor,MIT,No change,app-usage-service,,
thread_safe,0.3.5,0.1,https://rubygems.org/gems/thread_safe/versions/0.3.5,Apache-2.0,Version Changed,app-usage-service,,,,,
rspec-core,3.3.0,3.1.7,https://rubygems.org/gems/rspec-core/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
thin,1.6.3,1.6.2,https://rubygems.org/gems/thin/versions/1.6.3,GPLv2+,Version Changed,app-usage-service,,,,,
rspec-expectations,3.3.0,3.1.2,https://rubygems.org/gems/rspec-expectations/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
rspec-support,3.3.0,3.1.0,https://rubygems.org/gems/rspec-support/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
rspec-mocks,3.3.0,3.1.3,https://rubygems.org/gems/rspec-mocks/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
rspec-support,3.3.0,3.1.0,https://rubygems.org/gems/rspec-support/versions/3.3.0,MIT,Version Changed,app-usage-service,,,,,
safe_yaml,1.0.4,1.0.0,https://rubygems.org/gems/safe_yaml/versions/1.0.4,MIT,Version Changed,app-usage-service,,,,,
sdoc,0.4.1,0.4.0,https://rubygems.org/gems/sdoc/versions/0.4.1,MIT,Version Changed,app-usage-service,,,,,
sprockets-rails,2.0.0,2,https://rubygems.org/gems/sprockets-rails/versions/2.0.0,MIT,Version Changed,app-usage-service,https://github.com/rails/sprockets-rails/blob/master/LICENSE,,,,
sprockets-rails,2.3.1,2,https://rubygems.org/gems/sprockets-rails/versions/2.3.1,MIT,Version Changed,app-usage-service,,,,,
sprockets,3.2.0,2.11.0,https://rubygems.org/gems/sprockets/versions/3.2.0,MIT,Version Changed,app-usage-service,,,,,
slop,3.6.0,3.6.0,https://github.com/leejarvis/slop,MIT,No change,app-usage-service,,
json,1.7.7,1.7.7,https://github.com/flori/json,RUBY,No change,app-usage-service,,
rdoc,4.0.0,4.1.1,https://rubygems.org/gems/rdoc/versions/4.0.0,Ruby,Version Changed,app-usage-service,,,,,
sinatra,1.4.6,1.4.5,https://rubygems.org/gems/sinatra/versions/1.4.6,MIT,Version Changed,app-usage-service,,,,,
rails_stdout_logging,0.0.3,0.0.3,https://github.com/heroku/rails_stdout_logging,MIT,No change,app-usage-service,,
rails_stdout_logging,0.0.3,0.0.3,https://github.com/heroku/rails_stdout_logging,MIT,No change,app-usage-service,,
json,1.4.0,1.7.7,https://rubygems.org/gems/json/versions/1.4.0,N/A,Version Changed,app-usage-service,https://flori.github.com/json/,https://github.com/flori/json,RUBY,,
railties,3.0.0,4.1.1,https://rubygems.org/gems/railties/versions/3.0.0,N/A,Version Changed,app-usage-service,Not Found Github Url,https://rubygems.org/gems/railties,MIT,,
activesupport,3.0.0,3.0.0,https://rubygems.org/gems/activesupport,MIT,No change,app-usage-service,,
actionpack,3.0.0,4.1.1,https://rubygems.org/gems/actionpack/versions/3.0.0,N/A,Version Changed,app-usage-service,Not Found Github Url,https://rubygems.org/gems/actionpack,MIT,,
diff-lcs,1.2.0,1.2.0,https://github.com/halostatue/diff-lcs,MIT,No change,app-usage-service,,
diff-lcs,1.2.0,1.2.0,https://github.com/halostatue/diff-lcs,MIT,No change,app-usage-service,,
rake,0.8.7,0.8.7,https://github.com/jimweirich/rake,MIT,No change,app-usage-service,,
rack-test,0.6.3,0.6.2,https://rubygems.org/gems/rack-test/versions/0.6.3,N/A,Version Changed,app-usage-service,https://github.com/brynary/rack-test,https://github.com/brynary/rack-test,MIT,,
actionpack,3.0.0,4.1.1,https://rubygems.org/gems/actionpack/versions/3.0.0,N/A,Version Changed,app-usage-service,Not Found Github Url,https://rubygems.org/gems/actionpack,MIT,,
method_source,0.8.1,0.8.1,https://github.com/banister/method_source,MIT,No change,app-usage-service,,
activesupport,3.0.0,3.0.0,https://rubygems.org/gems/activesupport,MIT,No change,app-usage-service,,
sprockets,2.8.0,2.11.0,https://rubygems.org/gems/sprockets/versions/2.8.0,N/A,Version Changed,app-usage-service,Not Found Github Url,https://github.com/sstephenson/sprockets,MIT,,
method_source,0.8.2,0.8.2,https://github.com/banister/method_source,MIT,No change,app-usage-service,,
activesupport,3.0.0,3.0.0,https://rubygems.org/gems/activesupport,MIT,No change,app-usage-service,,
activerecord,3.0.0,4.1.1,https://rubygems.org/gems/activerecord/versions/3.0.0,N/A,Version Changed,app-usage-service,Not Found Github Url,https://rubygems.org/gems/activerecord,MIT,,
rack-protection,1.4.0,1.5.3,https://rubygems.org/gems/rack-protection/versions/1.4.0,N/A,Version Changed,app-usage-service,https://github.com/rkh/rack-protection,https://github.com/rack/rack-protection,MIT,,
erubis,2.7.0,2.7.0,https://github.com/kwatch/erubis,MIT,No change,app-usage-service,,
activerecord,3.0.0,4.1.1,https://rubygems.org/gems/activerecord/versions/3.0.0,N/A,Version Changed,app-usage-service,Not Found Github Url,https://rubygems.org/gems/activerecord,MIT,,
activesupport,3.0.0,3.0.0,https://rubygems.org/gems/activesupport,MIT,No change,app-usage-service,,
nokogiri,1.3.0,1.3.3,https://rubygems.org/gems/nokogiri/versions/1.3.0,N/A,Version Changed,app-usage-service,https://github.com/sparklemotion/nokogiri,https://github.com/sparklemotion/nokogiri,MIT,,
xpath,2.0.0,2.0.0,https://github.com/jnicklas/xpath,MIT,No change,app-usage-service,,
xpath,2.0.0,2.0.0,https://github.com/jnicklas/xpath,MIT,No change,app-usage-service,,
nokogiri,1.3.3,1.3.3,https://github.com/sparklemotion/nokogiri,MIT,No change,app-usage-service,,
rack-test,0.5.4,0.5.4,https://github.com/brynary/rack-test,MIT,No change,app-usage-service,,
rack-test,0.6.2,0.6.2,https://github.com/brynary/rack-test,MIT,No change,app-usage-service,,
builder,3.1.0,3.1,https://rubygems.org/gems/builder/versions/3.1.0,N/A,Version Changed,app-usage-service,https://github.com/jimweirich/builder,https://github.com/jimweirich/builder,MIT,mark,
builder,3.1.0,3.1,https://rubygems.org/gems/builder/versions/3.1.0,N/A,Version Changed,app-usage-service,https://github.com/jimweirich/builder,https://github.com/jimweirich/builder,MIT,mark,
erubis,2.7.0,2.7.0,https://github.com/kwatch/erubis,MIT,No change,app-usage-service,,
